,secu_abbr,chi_name,listed_state,secu_code,secu_market,listed_sector,hs_code
3549,祖名股份,祖名豆制品股份有限公司,上市,003030,深圳证券交易所,主板,003030.SZ
3550,亿华通,北京亿华通科技股份有限公司,上市,688339,上海证券交易所,科创板,688339.SH
3551,百奥泰,百奥泰生物制药股份有限公司,上市,688177,上海证券交易所,科创板,688177.SH
3552,寒武纪,中科寒武纪科技股份有限公司,上市,688256,上海证券交易所,科创板,688256.SH
3553,蓝特光学,浙江蓝特光学股份有限公司,上市,688127,上海证券交易所,科创板,688127.SH
3554,万辰生物,福建万辰生物科技股份有限公司,上市,300972,深圳证券交易所,创业板,300972.SZ
3555,南网能源,南方电网综合能源股份有限公司,上市,003035,深圳证券交易所,主板,003035.SZ
3556,仕净科技,苏州仕净科技股份有限公司,上市,301030,深圳证券交易所,创业板,301030.SZ
3557,可孚医疗,可孚医疗科技股份有限公司,上市,301087,深圳证券交易所,创业板,301087.SZ
3558,达嘉维康,湖南达嘉维康医药产业股份有限公司,上市,301126,深圳证券交易所,创业板,301126.SZ
3559,力诺特玻,山东力诺特种玻璃股份有限公司,上市,301188,深圳证券交易所,创业板,301188.SZ
3560,家联科技,宁波家联科技股份有限公司,上市,301193,深圳证券交易所,创业板,301193.SZ
3561,深水规院,深圳市水务规划设计院股份有限公司,上市,301038,深圳证券交易所,创业板,301038.SZ
3562,新锐股份,苏州新锐合金工具股份有限公司,上市,688257,上海证券交易所,科创板,688257.SH
3563,希荻微,广东希荻微电子股份有限公司,上市,688173,上海证券交易所,科创板,688173.SH
3564,亚光股份,浙江亚光科技股份有限公司,上市,603282,上海证券交易所,主板,603282.SH
3565,陕西能源,陕西能源投资股份有限公司,上市,001286,深圳证券交易所,主板,001286.SZ
3566,世纪瑞尔,北京世纪瑞尔技术股份有限公司,上市,300150,深圳证券交易所,创业板,300150.SZ
3567,中工国际,中工国际工程股份有限公司,上市,002051,深圳证券交易所,主板,002051.SZ
3568,ST同洲,深圳市同洲电子股份有限公司,上市,002052,深圳证券交易所,主板,002052.SZ
3569,云南能投,云南能源投资股份有限公司,上市,002053,深圳证券交易所,主板,002053.SZ
3570,晋控煤业,晋能控股山西煤业股份有限公司,上市,601001,上海证券交易所,主板,601001.SH
3571,中国银行,中国银行股份有限公司,上市,601988,上海证券交易所,主板,601988.SH
3572,德美化工,广东德美精细化工集团股份有限公司,上市,002054,深圳证券交易所,主板,002054.SZ
3573,得润电子,深圳市得润电子股份有限公司,上市,002055,深圳证券交易所,主板,002055.SZ
3574,横店东磁,横店集团东磁股份有限公司,上市,002056,深圳证券交易所,主板,002056.SZ
3575,保利发展,保利发展控股集团股份有限公司,上市,600048,上海证券交易所,主板,600048.SH
3576,中钢天源,中钢天源股份有限公司,上市,002057,深圳证券交易所,主板,002057.SZ
3577,威尔泰,上海威尔泰工业自动化股份有限公司,上市,002058,深圳证券交易所,主板,002058.SZ
3578,云南旅游,云南旅游股份有限公司,上市,002059,深圳证券交易所,主板,002059.SZ
3579,大秦铁路,大秦铁路股份有限公司,上市,601006,上海证券交易所,主板,601006.SH
3580,永福股份,福建永福电力设计股份有限公司,上市,300712,深圳证券交易所,创业板,300712.SZ
3581,中宠股份,烟台中宠食品股份有限公司,上市,002891,深圳证券交易所,主板,002891.SZ
3582,水星家纺,上海水星家用纺织品股份有限公司,上市,603365,上海证券交易所,主板,603365.SH
3583,恒银科技,恒银金融科技股份有限公司,上市,603106,上海证券交易所,主板,603106.SH
3584,紫金银行,江苏紫金农村商业银行股份有限公司,上市,601860,上海证券交易所,主板,601860.SH
3585,庄园牧场,兰州庄园牧场股份有限公司,上市,002910,深圳证券交易所,主板,002910.SZ
3586,拓斯达,广东拓斯达科技股份有限公司,上市,300607,深圳证券交易所,创业板,300607.SZ
3587,新瀚新材,江苏新瀚新材料股份有限公司,上市,301076,深圳证券交易所,创业板,301076.SZ
3588,申昊科技,杭州申昊科技股份有限公司,上市,300853,深圳证券交易所,创业板,300853.SZ
3589,锐科激光,武汉锐科光纤激光技术股份有限公司,上市,300747,深圳证券交易所,创业板,300747.SZ
3590,华宝股份,华宝香精股份有限公司,上市,300741,深圳证券交易所,创业板,300741.SZ
3591,博汇股份,宁波博汇化工科技股份有限公司,上市,300839,深圳证券交易所,创业板,300839.SZ
3592,时空科技,北京新时空科技股份有限公司,上市,605178,上海证券交易所,主板,605178.SH
3593,东方环宇,新疆东方环宇燃气股份有限公司,上市,603706,上海证券交易所,主板,603706.SH
3594,泰林生物,浙江泰林生物技术股份有限公司,上市,300813,深圳证券交易所,创业板,300813.SZ
3595,润建股份,润建股份有限公司,上市,002929,深圳证券交易所,主板,002929.SZ
3596,雪天盐业,雪天盐业集团股份有限公司,上市,600929,上海证券交易所,主板,600929.SH
3597,明德生物,武汉明德生物科技股份有限公司,上市,002932,深圳证券交易所,主板,002932.SZ
3598,新诺威,石药集团新诺威制药股份有限公司,上市,300765,深圳证券交易所,创业板,300765.SZ
3599,凯龙高科,凯龙高科技股份有限公司,上市,300912,深圳证券交易所,创业板,300912.SZ
3600,锦鸡股份,江苏锦鸡实业股份有限公司,上市,300798,深圳证券交易所,创业板,300798.SZ
3601,北鼎股份,深圳市北鼎晶辉科技股份有限公司,上市,300824,深圳证券交易所,创业板,300824.SZ
3602,科瑞技术,深圳科瑞技术股份有限公司,上市,002957,深圳证券交易所,主板,002957.SZ
3603,中科软,中科软科技股份有限公司,上市,603927,上海证券交易所,主板,603927.SH
3604,弘业期货,弘业期货股份有限公司,上市,001236,深圳证券交易所,主板,001236.SZ
3605,中国卫通,中国卫通集团股份有限公司,上市,601698,上海证券交易所,主板,601698.SH
3606,新化股份,浙江新化化工股份有限公司,上市,603867,上海证券交易所,主板,603867.SH
3607,大胜达,浙江大胜达包装股份有限公司,上市,603687,上海证券交易所,主板,603687.SH
3608,赛伍技术,苏州赛伍应用技术股份有限公司,上市,603212,上海证券交易所,主板,603212.SH
3609,移远通信,上海移远通信技术股份有限公司,上市,603236,上海证券交易所,主板,603236.SH
3610,福蓉科技,四川福蓉科技股份公司,上市,603327,上海证券交易所,主板,603327.SH
3611,威派格,上海威派格智慧水务股份有限公司,上市,603956,上海证券交易所,主板,603956.SH
3612,宝丰能源,宁夏宝丰能源集团股份有限公司,上市,600989,上海证券交易所,主板,600989.SH
3613,海星股份,南通海星电子股份有限公司,上市,603115,上海证券交易所,主板,603115.SH
3614,泉峰汽车,南京泉峰汽车精密技术股份有限公司,上市,603982,上海证券交易所,主板,603982.SH
3615,科博达,科博达技术股份有限公司,上市,603786,上海证券交易所,主板,603786.SH
3616,通灵股份,江苏通灵电器股份有限公司,上市,301168,深圳证券交易所,创业板,301168.SZ
3617,神马电力,江苏神马电力股份有限公司,上市,603530,上海证券交易所,主板,603530.SH
3618,建科机械,建科机械(天津)股份有限公司,上市,300823,深圳证券交易所,创业板,300823.SZ
3619,交大思诺,北京交大思诺科技股份有限公司,上市,300851,深圳证券交易所,创业板,300851.SZ
3620,铁科轨道,北京铁科首钢轨道技术股份有限公司,上市,688569,上海证券交易所,科创板,688569.SH
3621,福昕软件,福建福昕软件开发股份有限公司,上市,688095,上海证券交易所,科创板,688095.SH
3622,宏力达,上海宏力达信息技术股份有限公司,上市,688330,上海证券交易所,科创板,688330.SH
3623,鸥玛软件,山东山大鸥玛软件股份有限公司,上市,301185,深圳证券交易所,创业板,301185.SZ
3624,新特电气,新华都特种电气股份有限公司,上市,301120,深圳证券交易所,创业板,301120.SZ
3625,洁雅股份,铜陵洁雅生物科技股份有限公司,上市,301108,深圳证券交易所,创业板,301108.SZ
3626,三维天地,北京三维天地科技股份有限公司,上市,301159,深圳证券交易所,创业板,301159.SZ
3627,津荣天宇,天津津荣天宇精密机械股份有限公司,上市,300988,深圳证券交易所,创业板,300988.SZ
3628,恒光股份,湖南恒光科技股份有限公司,上市,301118,深圳证券交易所,创业板,301118.SZ
3629,博亚精工,襄阳博亚精工装备股份有限公司,上市,300971,深圳证券交易所,创业板,300971.SZ
3630,中熔电气,西安中熔电气股份有限公司,上市,301031,深圳证券交易所,创业板,301031.SZ
3631,超越科技,安徽超越环保科技股份有限公司,上市,301049,深圳证券交易所,创业板,301049.SZ
3632,中捷精工,江苏中捷精工科技股份有限公司,上市,301072,深圳证券交易所,创业板,301072.SZ
3633,拓新药业,新乡拓新药业股份有限公司,上市,301089,深圳证券交易所,创业板,301089.SZ
3634,亚康股份,北京亚康万玮信息技术股份有限公司,上市,301085,深圳证券交易所,创业板,301085.SZ
3635,孩子王,孩子王儿童用品股份有限公司,上市,301078,深圳证券交易所,创业板,301078.SZ
3636,瑞纳智能,瑞纳智能设备股份有限公司,上市,301129,深圳证券交易所,创业板,301129.SZ
3637,龙迅股份,龙迅半导体(合肥)股份有限公司,上市,688486,上海证券交易所,科创板,688486.SH
3638,金迪克,江苏金迪克生物技术股份有限公司,上市,688670,上海证券交易所,科创板,688670.SH
3639,瑜欣电子,重庆瑜欣平瑞电子股份有限公司,上市,301107,深圳证券交易所,创业板,301107.SZ
3640,炬光科技,西安炬光科技股份有限公司,上市,688167,上海证券交易所,科创板,688167.SH
3641,格力博,格力博(江苏)股份有限公司,上市,301260,深圳证券交易所,创业板,301260.SZ
3642,天山电子,广西天山电子股份有限公司,上市,301379,深圳证券交易所,创业板,301379.SZ
3643,钜泉科技,钜泉光电科技(上海)股份有限公司,上市,688391,上海证券交易所,科创板,688391.SH
3644,萤石网络,杭州萤石网络股份有限公司,上市,688475,上海证券交易所,科创板,688475.SH
3645,沃特股份,深圳市沃特新材料股份有限公司,上市,002886,深圳证券交易所,主板,002886.SZ
3646,基蛋生物,基蛋生物科技股份有限公司,上市,603387,上海证券交易所,主板,603387.SH
3647,长缆科技,长缆电工科技股份有限公司,上市,002879,深圳证券交易所,主板,002879.SZ
3648,日播时尚,日播时尚集团股份有限公司,上市,603196,上海证券交易所,主板,603196.SH
3649,深圳新星,深圳市新星轻合金材料股份有限公司,上市,603978,上海证券交易所,主板,603978.SH
3650,财通证券,财通证券股份有限公司,上市,601108,上海证券交易所,主板,601108.SH
3651,锡装股份,无锡化工装备股份有限公司,上市,001332,深圳证券交易所,主板,001332.SZ
3652,华脉科技,南京华脉科技股份有限公司,上市,603042,上海证券交易所,主板,603042.SH
3653,地素时尚,地素时尚股份有限公司,上市,603587,上海证券交易所,主板,603587.SH
3654,京能热力,北京京能热力股份有限公司,上市,002893,深圳证券交易所,主板,002893.SZ
3655,天安新材,广东天安新材料股份有限公司,上市,603725,上海证券交易所,主板,603725.SH
3656,恒润股份,江阴市恒润重工股份有限公司,上市,603985,上海证券交易所,主板,603985.SH
3657,中曼石油,中曼石油天然气集团股份有限公司,上市,603619,上海证券交易所,主板,603619.SH
3658,三孚股份,唐山三孚硅业股份有限公司,上市,603938,上海证券交易所,主板,603938.SH
3659,香飘飘,香飘飘食品股份有限公司,上市,603711,上海证券交易所,主板,603711.SH
3660,ST南卫,江苏南方卫材医药股份有限公司,上市,603880,上海证券交易所,主板,603880.SH
3661,凌霄泵业,广东凌霄泵业股份有限公司,上市,002884,深圳证券交易所,主板,002884.SZ
3662,中马传动,浙江中马传动股份有限公司,上市,603767,上海证券交易所,主板,603767.SH
3663,圣达生物,浙江圣达生物药业股份有限公司,上市,603079,上海证券交易所,主板,603079.SH
3664,博士眼镜,博士眼镜连锁股份有限公司,上市,300622,深圳证券交易所,创业板,300622.SZ
3665,美力科技,浙江美力科技股份有限公司,上市,300611,深圳证券交易所,创业板,300611.SZ
3666,汇纳科技,汇纳科技股份有限公司,上市,300609,深圳证券交易所,创业板,300609.SZ
3667,震安科技,震安科技股份有限公司,上市,300767,深圳证券交易所,创业板,300767.SZ
3668,聚灿光电,聚灿光电科技股份有限公司,上市,300708,深圳证券交易所,创业板,300708.SZ
3669,三雄极光,广东三雄极光照明股份有限公司,上市,300625,深圳证券交易所,创业板,300625.SZ
3670,维业股份,深圳市维业装饰集团股份有限公司,上市,300621,深圳证券交易所,创业板,300621.SZ
3671,中亦科技,北京中亦安图科技股份有限公司,上市,301208,深圳证券交易所,创业板,301208.SZ
3672,圣邦股份,圣邦微电子(北京)股份有限公司,上市,300661,深圳证券交易所,创业板,300661.SZ
3673,华测导航,上海华测导航技术股份有限公司,上市,300627,深圳证券交易所,创业板,300627.SZ
3674,华瑞股份,华瑞电器股份有限公司,上市,300626,深圳证券交易所,创业板,300626.SZ
3675,光库科技,珠海光库科技股份有限公司,上市,300620,深圳证券交易所,创业板,300620.SZ
3676,开立医疗,深圳开立生物医疗科技股份有限公司,上市,300633,深圳证券交易所,创业板,300633.SZ
3677,亿联网络,厦门亿联网络技术股份有限公司,上市,300628,深圳证券交易所,创业板,300628.SZ
3678,森霸传感,森霸传感科技股份有限公司,上市,300701,深圳证券交易所,创业板,300701.SZ
3679,仲景食品,仲景食品股份有限公司,上市,300908,深圳证券交易所,创业板,300908.SZ
3680,兆丰股份,浙江兆丰机电股份有限公司,上市,300695,深圳证券交易所,创业板,300695.SZ
3681,扬帆新材,浙江扬帆新材料股份有限公司,上市,300637,深圳证券交易所,创业板,300637.SZ
3682,立昂技术,立昂技术股份有限公司,上市,300603,深圳证券交易所,创业板,300603.SZ
3683,中达安,中达安股份有限公司,上市,300635,深圳证券交易所,创业板,300635.SZ
3684,光威复材,威海光威复合材料股份有限公司,上市,300699,深圳证券交易所,创业板,300699.SZ
3685,侨源股份,四川侨源气体股份有限公司,上市,301286,深圳证券交易所,创业板,301286.SZ
3686,同和药业,江西同和药业股份有限公司,上市,300636,深圳证券交易所,创业板,300636.SZ
3687,普利制药,海南普利制药股份有限公司,上市,300630,深圳证券交易所,创业板,300630.SZ
3688,科锐国际,北京科锐国际人力资源股份有限公司,上市,300662,深圳证券交易所,创业板,300662.SZ
3689,大烨智能,江苏大烨智能电气股份有限公司,上市,300670,深圳证券交易所,创业板,300670.SZ
3690,科蓝软件,北京科蓝软件系统股份有限公司,上市,300663,深圳证券交易所,创业板,300663.SZ
3691,岱勒新材,长沙岱勒新材料科技股份有限公司,上市,300700,深圳证券交易所,创业板,300700.SZ
3692,金房节能,北京金房暖通节能技术股份有限公司,上市,001210,深圳证券交易所,主板,001210.SZ
3693,丽岛新材,江苏丽岛新材料股份有限公司,上市,603937,上海证券交易所,主板,603937.SH
3694,卓胜微,江苏卓胜微电子股份有限公司,上市,300782,深圳证券交易所,创业板,300782.SZ
3695,玉禾田,玉禾田环境发展集团股份有限公司,上市,300815,深圳证券交易所,创业板,300815.SZ
3696,豪森股份,大连豪森设备制造股份有限公司,上市,688529,上海证券交易所,科创板,688529.SH
3697,茂莱光学,南京茂莱光学科技股份有限公司,上市,688502,上海证券交易所,科创板,688502.SH
3698,中一科技,湖北中一科技股份有限公司,上市,301150,深圳证券交易所,创业板,301150.SZ
3699,泓博医药,上海泓博智源医药股份有限公司,上市,301230,深圳证券交易所,创业板,301230.SZ
3700,国缆检测,上海国缆检测股份有限公司,上市,301289,深圳证券交易所,创业板,301289.SZ
3701,矩阵股份,矩阵纵横设计股份有限公司,上市,301365,深圳证券交易所,创业板,301365.SZ
3702,维峰电子,维峰电子(广东)股份有限公司,上市,301328,深圳证券交易所,创业板,301328.SZ
3703,菲沃泰,江苏菲沃泰纳米科技股份有限公司,上市,688371,上海证券交易所,科创板,688371.SH
3704,康为世纪,江苏康为世纪生物科技股份有限公司,上市,688426,上海证券交易所,科创板,688426.SH
3705,江瀚新材,湖北江瀚新材料股份有限公司,上市,603281,上海证券交易所,主板,603281.SH
3706,苏能股份,江苏徐矿能源股份有限公司,上市,600925,上海证券交易所,主板,600925.SH
3707,四川黄金,四川容大黄金股份有限公司,上市,001337,深圳证券交易所,主板,001337.SZ
3708,朗源股份,朗源股份有限公司,上市,300175,深圳证券交易所,创业板,300175.SZ
3709,华峰超纤,上海华峰超纤科技股份有限公司,上市,300180,深圳证券交易所,创业板,300180.SZ
3710,东方铁塔,青岛东方铁塔股份有限公司,上市,002545,深圳证券交易所,主板,002545.SZ
3711,千红制药,常州千红生化制药股份有限公司,上市,002550,深圳证券交易所,主板,002550.SZ
3712,普天科技,中电科普天科技股份有限公司,上市,002544,深圳证券交易所,主板,002544.SZ
3713,鸿路钢构,安徽鸿路钢结构(集团)股份有限公司,上市,002541,深圳证券交易所,主板,002541.SZ
3714,三江购物,三江购物俱乐部股份有限公司,上市,601116,上海证券交易所,主板,601116.SH
3715,贝因美,贝因美股份有限公司,上市,002570,深圳证券交易所,主板,002570.SZ
3716,尚荣医疗,深圳市尚荣医疗股份有限公司,上市,002551,深圳证券交易所,主板,002551.SZ
3717,中海达,广州中海达卫星导航技术股份有限公司,上市,300177,深圳证券交易所,创业板,300177.SZ
3718,派生科技,广东派生智能科技股份有限公司,上市,300176,深圳证券交易所,创业板,300176.SZ
3719,中化岩土,中化岩土集团股份有限公司,上市,002542,深圳证券交易所,主板,002542.SZ
3720,佐力药业,浙江佐力药业股份有限公司,上市,300181,深圳证券交易所,创业板,300181.SZ
3721,风范股份,常熟风范电力设备股份有限公司,上市,601700,上海证券交易所,主板,601700.SH
3722,博威合金,宁波博威合金材料股份有限公司,上市,601137,上海证券交易所,主板,601137.SH
3723,佳士科技,深圳市佳士科技股份有限公司,上市,300193,深圳证券交易所,创业板,300193.SZ
3724,东软载波,青岛东软载波科技股份有限公司,上市,300183,深圳证券交易所,创业板,300183.SZ
3725,节能铁汉,中节能铁汉生态环境股份有限公司,上市,300197,深圳证券交易所,创业板,300197.SZ
3726,万和电气,广东万和新电气股份有限公司,上市,002543,深圳证券交易所,主板,002543.SZ
3727,大智慧,上海大智慧股份有限公司,上市,601519,上海证券交易所,主板,601519.SH
3728,宝鼎科技,宝鼎科技股份有限公司,上市,002552,深圳证券交易所,主板,002552.SZ
3729,新联电子,南京新联电子股份有限公司,上市,002546,深圳证券交易所,主板,002546.SZ
3730,星宇股份,常州星宇车灯股份有限公司,上市,601799,上海证券交易所,主板,601799.SH
3731,力源信息,武汉力源信息技术股份有限公司,上市,300184,深圳证券交易所,创业板,300184.SZ
3732,捷成股份,北京捷成世纪科技股份有限公司,上市,300182,深圳证券交易所,创业板,300182.SZ
3733,普路通,深圳市普路通供应链管理股份有限公司,上市,002769,深圳证券交易所,主板,002769.SZ
3734,广电电气,上海广电电气(集团)股份有限公司,上市,601616,上海证券交易所,主板,601616.SH
3735,科恒股份,江门市科恒实业股份有限公司,上市,300340,深圳证券交易所,创业板,300340.SZ
3736,聚光科技,聚光科技(杭州)股份有限公司,上市,300203,深圳证券交易所,创业板,300203.SZ
3737,巨人网络,巨人网络集团股份有限公司,上市,002558,深圳证券交易所,主板,002558.SZ
3738,三七互娱,三七互娱网络科技集团股份有限公司,上市,002555,深圳证券交易所,主板,002555.SZ
3739,金新农,深圳市金新农科技股份有限公司,上市,002548,深圳证券交易所,主板,002548.SZ
3740,拓尔思,拓尔思信息技术股份有限公司,上市,300229,深圳证券交易所,创业板,300229.SZ
3741,良信股份,上海良信电器股份有限公司,上市,002706,深圳证券交易所,主板,002706.SZ
3742,亚威股份,江苏亚威机床股份有限公司,上市,002559,深圳证券交易所,主板,002559.SZ
3743,奇精机械,奇精机械股份有限公司,上市,603677,上海证券交易所,主板,603677.SH
3744,力盛体育,力盛云动(上海)体育科技股份有限公司,上市,002858,深圳证券交易所,主板,002858.SZ
3745,德创环保,浙江德创环保科技股份有限公司,上市,603177,上海证券交易所,主板,603177.SH
3746,美诺华,宁波美诺华药业股份有限公司,上市,603538,上海证券交易所,主板,603538.SH
3747,华钰矿业,西藏华钰矿业股份有限公司,上市,601020,上海证券交易所,主板,601020.SH
3748,朗新科技,朗新科技集团股份有限公司,上市,300682,深圳证券交易所,创业板,300682.SZ
3749,泛微网络,上海泛微网络科技股份有限公司,上市,603039,上海证券交易所,主板,603039.SH
3750,凯众股份,上海凯众材料科技股份有限公司,上市,603037,上海证券交易所,主板,603037.SH
3751,诚意药业,浙江诚意药业股份有限公司,上市,603811,上海证券交易所,主板,603811.SH
3752,中原证券,中原证券股份有限公司,上市,601375,上海证券交易所,主板,601375.SH
3753,正海生物,烟台正海生物科技股份有限公司,上市,300653,深圳证券交易所,创业板,300653.SZ
3754,华大基因,深圳华大基因股份有限公司,上市,300676,深圳证券交易所,创业板,300676.SZ
3755,东方材料,新东方新材料股份有限公司,上市,603110,上海证券交易所,主板,603110.SH
3756,中设股份,江苏中设集团股份有限公司,上市,002883,深圳证券交易所,主板,002883.SZ
3757,大理药业,大理药业股份有限公司,上市,603963,上海证券交易所,主板,603963.SH
3758,菲林格尔,菲林格尔家居科技股份有限公司,上市,603226,上海证券交易所,主板,603226.SH
3759,华夏航空,华夏航空股份有限公司,上市,002928,深圳证券交易所,主板,002928.SZ
3760,新余国科,江西新余国科科技股份有限公司,上市,300722,深圳证券交易所,创业板,300722.SZ
3761,格林精密,广东格林精密部件股份有限公司,上市,300968,深圳证券交易所,创业板,300968.SZ
3762,宇邦新材,苏州宇邦新型材料股份有限公司,上市,301266,深圳证券交易所,创业板,301266.SZ
3763,华辰装备,华辰精密装备(昆山)股份有限公司,上市,300809,深圳证券交易所,创业板,300809.SZ
3764,华光新材,杭州华光焊接新材料股份有限公司,上市,688379,上海证券交易所,科创板,688379.SH
3765,厦钨新能,厦门厦钨新能源材料股份有限公司,上市,688778,上海证券交易所,科创板,688778.SH
3766,德石股份,德州联合石油科技股份有限公司,上市,301158,深圳证券交易所,创业板,301158.SZ
3767,唯特偶,深圳市唯特偶新材料股份有限公司,上市,301319,深圳证券交易所,创业板,301319.SZ
3768,中重科技,中重科技(天津)股份有限公司,上市,603135,上海证券交易所,主板,603135.SH
3769,江盐集团,江西省盐业集团股份有限公司,上市,601065,上海证券交易所,主板,601065.SH
3770,常青科技,江苏常青树新材料科技股份有限公司,上市,603125,上海证券交易所,主板,603125.SH
3771,近岸蛋白,苏州近岸蛋白质科技股份有限公司,上市,688137,上海证券交易所,科创板,688137.SH
3772,英方软件,上海英方软件股份有限公司,上市,688435,上海证券交易所,科创板,688435.SH
3773,伟测科技,上海伟测半导体科技股份有限公司,上市,688372,上海证券交易所,科创板,688372.SH
3774,骄成超声,上海骄成超声波技术股份有限公司,上市,688392,上海证券交易所,科创板,688392.SH
3775,晶升股份,南京晶升装备股份有限公司,上市,688478,上海证券交易所,科创板,688478.SH
3776,数据港,上海数据港股份有限公司,上市,603881,上海证券交易所,主板,603881.SH
3777,科森科技,昆山科森科技股份有限公司,上市,603626,上海证券交易所,主板,603626.SH
3778,科达利,深圳市科达利实业股份有限公司,上市,002850,深圳证券交易所,主板,002850.SZ
3779,瀛通通讯,瀛通通讯股份有限公司,上市,002861,深圳证券交易所,主板,002861.SZ
3780,金太阳,东莞金太阳研磨股份有限公司,上市,300606,深圳证券交易所,创业板,300606.SZ
3781,金银河,佛山市金银河智能装备股份有限公司,上市,300619,深圳证券交易所,创业板,300619.SZ
3782,得邦照明,横店集团得邦照明股份有限公司,上市,603303,上海证券交易所,主板,603303.SH
3783,广州港,广州港股份有限公司,上市,601228,上海证券交易所,主板,601228.SH
3784,贝斯特,无锡贝斯特精机股份有限公司,上市,300580,深圳证券交易所,创业板,300580.SZ
3785,华达科技,华达汽车科技股份有限公司,上市,603358,上海证券交易所,主板,603358.SH
3786,华立股份,东莞市华立实业股份有限公司,上市,603038,上海证券交易所,主板,603038.SH
3787,新坐标,杭州新坐标科技股份有限公司,上市,603040,上海证券交易所,主板,603040.SH
3788,会畅通讯,上海会畅通讯股份有限公司,上市,300578,深圳证券交易所,创业板,300578.SZ
3789,平治信息,杭州平治信息技术股份有限公司,上市,300571,深圳证券交易所,创业板,300571.SZ
3790,诚迈科技,诚迈科技(南京)股份有限公司,上市,300598,深圳证券交易所,创业板,300598.SZ
3791,周大生,周大生珠宝股份有限公司,上市,002867,深圳证券交易所,主板,002867.SZ
3792,荣晟环保,浙江荣晟环保纸业股份有限公司,上市,603165,上海证券交易所,主板,603165.SH
3793,安正时尚,安正时尚集团股份有限公司,上市,603839,上海证券交易所,主板,603839.SH
3794,百傲化学,大连百傲化学股份有限公司,上市,603360,上海证券交易所,主板,603360.SH
3795,日丰股份,广东日丰电缆股份有限公司,上市,002953,深圳证券交易所,主板,002953.SZ
3796,光莆股份,厦门光莆电子股份有限公司,上市,300632,深圳证券交易所,创业板,300632.SZ
3797,凯伦股份,江苏凯伦建材股份有限公司,上市,300715,深圳证券交易所,创业板,300715.SZ
3798,阿尔特,阿尔特汽车技术股份有限公司,上市,300825,深圳证券交易所,创业板,300825.SZ
3799,公牛集团,公牛集团股份有限公司,上市,603195,上海证券交易所,主板,603195.SH
3800,九丰能源,江西九丰能源股份有限公司,上市,605090,上海证券交易所,主板,605090.SH
3801,前沿生物,前沿生物药业(南京)股份有限公司,上市,688221,上海证券交易所,科创板,688221.SH
3802,芯朋微,无锡芯朋微电子股份有限公司,上市,688508,上海证券交易所,科创板,688508.SH
3803,皖仪科技,安徽皖仪科技股份有限公司,上市,688600,上海证券交易所,科创板,688600.SH
3804,盟升电子,成都盟升电子技术股份有限公司,上市,688311,上海证券交易所,科创板,688311.SH
3805,固德威,固德威技术股份有限公司,上市,688390,上海证券交易所,科创板,688390.SH
3806,先惠技术,上海先惠自动化技术股份有限公司,上市,688155,上海证券交易所,科创板,688155.SH
3807,浙海德曼,浙江海德曼智能装备股份有限公司,上市,688577,上海证券交易所,科创板,688577.SH
3808,艾力斯,上海艾力斯医药科技股份有限公司,上市,688578,上海证券交易所,科创板,688578.SH
3809,欧科亿,株洲欧科亿数控精密刀具股份有限公司,上市,688308,上海证券交易所,科创板,688308.SH
3810,天臣医疗,天臣国际医疗科技股份有限公司,上市,688013,上海证券交易所,科创板,688013.SH
3811,利扬芯片,广东利扬芯片测试股份有限公司,上市,688135,上海证券交易所,科创板,688135.SH
3812,本川智能,江苏本川智能电路科技股份有限公司,上市,300964,深圳证券交易所,创业板,300964.SZ
3813,崧盛股份,深圳市崧盛电子股份有限公司,上市,301002,深圳证券交易所,创业板,301002.SZ
3814,易点天下,易点天下网络科技股份有限公司,上市,301171,深圳证券交易所,创业板,301171.SZ
3815,江南奕帆,无锡江南奕帆电力传动科技股份有限公司,上市,301023,深圳证券交易所,创业板,301023.SZ
3816,双乐股份,双乐颜料股份有限公司,上市,301036,深圳证券交易所,创业板,301036.SZ
3817,华立科技,广州华立科技股份有限公司,上市,301011,深圳证券交易所,创业板,301011.SZ
3818,怡合达,东莞怡合达自动化股份有限公司,上市,301029,深圳证券交易所,创业板,301029.SZ
3819,晓鸣股份,宁夏晓鸣农牧股份有限公司,上市,300967,深圳证券交易所,创业板,300967.SZ
3820,思瑞浦,思瑞浦微电子科技(苏州)股份有限公司,上市,688536,上海证券交易所,科创板,688536.SH
3821,步科股份,上海步科自动化股份有限公司,上市,688160,上海证券交易所,科创板,688160.SH
3822,纵横股份,成都纵横自动化技术股份有限公司,上市,688070,上海证券交易所,科创板,688070.SH
3823,煜邦电力,北京煜邦电力技术股份有限公司,上市,688597,上海证券交易所,科创板,688597.SH
3824,上海谊众,上海谊众药业股份有限公司,上市,688091,上海证券交易所,科创板,688091.SH
3825,能辉科技,上海能辉科技股份有限公司,上市,301046,深圳证券交易所,创业板,301046.SZ
3826,百诚医药,杭州百诚医药科技股份有限公司,上市,301096,深圳证券交易所,创业板,301096.SZ
3827,天源环保,武汉天源环保股份有限公司,上市,301127,深圳证券交易所,创业板,301127.SZ
3828,迪哲医药,迪哲(江苏)医药股份有限公司,上市,688192,上海证券交易所,科创板,688192.SH
3829,国博电子,南京国博电子股份有限公司,上市,688375,上海证券交易所,科创板,688375.SH
3830,海正生材,浙江海正生物材料股份有限公司,上市,688203,上海证券交易所,科创板,688203.SH
3831,中国能建,中国能源建设股份有限公司,上市,601868,上海证券交易所,主板,601868.SH
