,secu_abbr,chi_name,listed_state,secu_code,secu_market,listed_sector,hs_code
0,平安银行,平安银行股份有限公司,上市,000001,深圳证券交易所,主板,000001.SZ
1,万科A,万科企业股份有限公司,上市,000002,深圳证券交易所,主板,000002.SZ
2,ST国华,深圳国华网安科技股份有限公司,上市,000004,深圳证券交易所,主板,000004.SZ
3,ST星源,深圳世纪星源股份有限公司,上市,000005,深圳证券交易所,主板,000005.SZ
4,深振业A,深圳市振业(集团)股份有限公司,上市,000006,深圳证券交易所,主板,000006.SZ
5,*ST全新,深圳市全新好股份有限公司,上市,000007,深圳证券交易所,主板,000007.SZ
6,神州高铁,神州高铁技术股份有限公司,上市,000008,深圳证券交易所,主板,000008.SZ
7,中国宝安,中国宝安集团股份有限公司,上市,000009,深圳证券交易所,主板,000009.SZ
8,美丽生态,深圳美丽生态股份有限公司,上市,000010,深圳证券交易所,主板,000010.SZ
9,深物业A,深圳市物业发展(集团)股份有限公司,上市,000011,深圳证券交易所,主板,000011.SZ
10,南玻A,中国南玻集团股份有限公司,上市,000012,深圳证券交易所,主板,000012.SZ
11,沙河股份,沙河实业股份有限公司,上市,000014,深圳证券交易所,主板,000014.SZ
12,深康佳A,康佳集团股份有限公司,上市,000016,深圳证券交易所,主板,000016.SZ
13,深中华A,深圳中华自行车(集团)股份有限公司,上市,000017,深圳证券交易所,主板,000017.SZ
14,深粮控股,深圳市深粮控股股份有限公司,上市,000019,深圳证券交易所,主板,000019.SZ
15,深华发A,深圳中恒华发股份有限公司,上市,000020,深圳证券交易所,主板,000020.SZ
16,深科技,深圳长城开发科技股份有限公司,上市,000021,深圳证券交易所,主板,000021.SZ
17,招商港口,招商局港口集团股份有限公司,上市,001872,深圳证券交易所,主板,001872.SZ
18,ST深天,深圳市天地(集团)股份有限公司,上市,000023,深圳证券交易所,主板,000023.SZ
19,特力A,深圳市特力(集团)股份有限公司,上市,000025,深圳证券交易所,主板,000025.SZ
20,飞亚达,飞亚达精密科技股份有限公司,上市,000026,深圳证券交易所,主板,000026.SZ
21,深圳能源,深圳能源集团股份有限公司,上市,000027,深圳证券交易所,主板,000027.SZ
22,国药一致,国药集团一致药业股份有限公司,上市,000028,深圳证券交易所,主板,000028.SZ
23,深深房A,深圳经济特区房地产(集团)股份有限公司,上市,000029,深圳证券交易所,主板,000029.SZ
24,富奥股份,富奥汽车零部件股份有限公司,上市,000030,深圳证券交易所,主板,000030.SZ
25,大悦城,大悦城控股集团股份有限公司,上市,000031,深圳证券交易所,主板,000031.SZ
26,深桑达A,深圳市桑达实业股份有限公司,上市,000032,深圳证券交易所,主板,000032.SZ
27,神州数码,神州数码集团股份有限公司,上市,000034,深圳证券交易所,主板,000034.SZ
28,中国天楹,中国天楹股份有限公司,上市,000035,深圳证券交易所,主板,000035.SZ
29,华联控股,华联控股股份有限公司,上市,000036,深圳证券交易所,主板,000036.SZ
30,深南电A,深圳南山热电股份有限公司,上市,000037,深圳证券交易所,主板,000037.SZ
31,*ST大通,深圳大通实业股份有限公司,上市,000038,深圳证券交易所,主板,000038.SZ
32,中集集团,中国国际海运集装箱(集团)股份有限公司,上市,000039,深圳证券交易所,主板,000039.SZ
33,东旭蓝天,东旭蓝天新能源股份有限公司,上市,000040,深圳证券交易所,主板,000040.SZ
34,中洲控股,深圳市中洲投资控股股份有限公司,上市,000042,深圳证券交易所,主板,000042.SZ
35,招商积余,招商局积余产业运营服务股份有限公司,上市,001914,深圳证券交易所,主板,001914.SZ
36,深纺织A,深圳市纺织(集团)股份有限公司,上市,000045,深圳证券交易所,主板,000045.SZ
37,*ST泛海,泛海控股股份有限公司,上市,000046,深圳证券交易所,主板,000046.SZ
38,京基智农,深圳市京基智农时代股份有限公司,上市,000048,深圳证券交易所,主板,000048.SZ
39,德赛电池,深圳市德赛电池科技股份有限公司,上市,000049,深圳证券交易所,主板,000049.SZ
40,深天马A,天马微电子股份有限公司,上市,000050,深圳证券交易所,主板,000050.SZ
41,方大集团,方大集团股份有限公司,上市,000055,深圳证券交易所,主板,000055.SZ
42,皇庭国际,深圳市皇庭国际企业股份有限公司,上市,000056,深圳证券交易所,主板,000056.SZ
43,深赛格,深圳赛格股份有限公司,上市,000058,深圳证券交易所,主板,000058.SZ
44,华锦股份,北方华锦化学工业股份有限公司,上市,000059,深圳证券交易所,主板,000059.SZ
45,中金岭南,深圳市中金岭南有色金属股份有限公司,上市,000060,深圳证券交易所,主板,000060.SZ
46,农产品,深圳市农产品集团股份有限公司,上市,000061,深圳证券交易所,主板,000061.SZ
47,深圳华强,深圳华强实业股份有限公司,上市,000062,深圳证券交易所,主板,000062.SZ
48,中兴通讯,中兴通讯股份有限公司,上市,000063,深圳证券交易所,主板,000063.SZ
49,北方国际,北方国际合作股份有限公司,上市,000065,深圳证券交易所,主板,000065.SZ
50,中国长城,中国长城科技集团股份有限公司,上市,000066,深圳证券交易所,主板,000066.SZ
51,华控赛格,深圳华控赛格股份有限公司,上市,000068,深圳证券交易所,主板,000068.SZ
52,华侨城A,深圳华侨城股份有限公司,上市,000069,深圳证券交易所,主板,000069.SZ
53,特发信息,深圳市特发信息股份有限公司,上市,000070,深圳证券交易所,主板,000070.SZ
54,海王生物,深圳市海王生物工程股份有限公司,上市,000078,深圳证券交易所,主板,000078.SZ
55,盐田港,深圳市盐田港股份有限公司,上市,000088,深圳证券交易所,主板,000088.SZ
56,深圳机场,深圳市机场股份有限公司,上市,000089,深圳证券交易所,主板,000089.SZ
57,天健集团,深圳市天健(集团)股份有限公司,上市,000090,深圳证券交易所,主板,000090.SZ
58,广聚能源,深圳市广聚能源股份有限公司,上市,000096,深圳证券交易所,主板,000096.SZ
59,中信海直,中信海洋直升机股份有限公司,上市,000099,深圳证券交易所,主板,000099.SZ
60,TCL科技,TCL科技集团股份有限公司,上市,000100,深圳证券交易所,主板,000100.SZ
61,*ST宜康,宜华健康医疗股份有限公司,上市,000150,深圳证券交易所,主板,000150.SZ
62,中成股份,中成进出口股份有限公司,上市,000151,深圳证券交易所,主板,000151.SZ
63,丰原药业,安徽丰原药业股份有限公司,上市,000153,深圳证券交易所,主板,000153.SZ
64,川能动力,四川省新能源动力股份有限公司,上市,000155,深圳证券交易所,主板,000155.SZ
65,华数传媒,华数传媒控股股份有限公司,上市,000156,深圳证券交易所,主板,000156.SZ
66,中联重科,中联重科股份有限公司,上市,000157,深圳证券交易所,主板,000157.SZ
67,常山北明,石家庄常山北明科技股份有限公司,上市,000158,深圳证券交易所,主板,000158.SZ
68,国际实业,新疆国际实业股份有限公司,上市,000159,深圳证券交易所,主板,000159.SZ
69,东方盛虹,江苏东方盛虹股份有限公司,上市,000301,深圳证券交易所,主板,000301.SZ
70,许继电气,许继电气股份有限公司,上市,000400,深圳证券交易所,主板,000400.SZ
71,冀东水泥,唐山冀东水泥股份有限公司,上市,000401,深圳证券交易所,主板,000401.SZ
72,金融街,金融街控股股份有限公司,上市,000402,深圳证券交易所,主板,000402.SZ
73,派林生物,派斯双林生物制药股份有限公司,上市,000403,深圳证券交易所,主板,000403.SZ
74,长虹华意,长虹华意压缩机股份有限公司,上市,000404,深圳证券交易所,主板,000404.SZ
75,胜利股份,山东胜利股份有限公司,上市,000407,深圳证券交易所,主板,000407.SZ
76,藏格矿业,藏格矿业股份有限公司,上市,000408,深圳证券交易所,主板,000408.SZ
77,云鼎科技,云鼎科技股份有限公司,上市,000409,深圳证券交易所,主板,000409.SZ
78,*ST沈机,沈阳机床股份有限公司,上市,000410,深圳证券交易所,主板,000410.SZ
79,英特集团,浙江英特集团股份有限公司,上市,000411,深圳证券交易所,主板,000411.SZ
80,东旭光电,东旭光电科技股份有限公司,上市,000413,深圳证券交易所,主板,000413.SZ
81,渤海租赁,渤海租赁股份有限公司,上市,000415,深圳证券交易所,主板,000415.SZ
82,*ST民控,民生控股股份有限公司,上市,000416,深圳证券交易所,主板,000416.SZ
83,合肥百货,合肥百货大楼集团股份有限公司,上市,000417,深圳证券交易所,主板,000417.SZ
84,通程控股,长沙通程控股股份有限公司,上市,000419,深圳证券交易所,主板,000419.SZ
85,吉林化纤,吉林化纤股份有限公司,上市,000420,深圳证券交易所,主板,000420.SZ
86,南京公用,南京公用发展股份有限公司,上市,000421,深圳证券交易所,主板,000421.SZ
87,湖北宜化,湖北宜化化工股份有限公司,上市,000422,深圳证券交易所,主板,000422.SZ
88,东阿阿胶,东阿阿胶股份有限公司,上市,000423,深圳证券交易所,主板,000423.SZ
89,徐工机械,徐工集团工程机械股份有限公司,上市,000425,深圳证券交易所,主板,000425.SZ
90,兴业矿业,内蒙古兴业矿业股份有限公司,上市,000426,深圳证券交易所,主板,000426.SZ
91,华天酒店,华天酒店集团股份有限公司,上市,000428,深圳证券交易所,主板,000428.SZ
92,粤高速A,广东省高速公路发展股份有限公司,上市,000429,深圳证券交易所,主板,000429.SZ
93,张家界,张家界旅游集团股份有限公司,上市,000430,深圳证券交易所,主板,000430.SZ
94,晨鸣纸业,山东晨鸣纸业集团股份有限公司,上市,000488,深圳证券交易所,主板,000488.SZ
95,山东路桥,山东高速路桥集团股份有限公司,上市,000498,深圳证券交易所,主板,000498.SZ
96,武商集团,武商集团股份有限公司,上市,000501,深圳证券交易所,主板,000501.SZ
97,国新健康,国新健康保障服务集团股份有限公司,上市,000503,深圳证券交易所,主板,000503.SZ
98,南华生物,南华生物医药股份有限公司,上市,000504,深圳证券交易所,主板,000504.SZ
99,京粮控股,海南京粮控股股份有限公司,上市,000505,深圳证券交易所,主板,000505.SZ
100,中润资源,中润资源投资股份有限公司,上市,000506,深圳证券交易所,主板,000506.SZ
101,珠海港,珠海港股份有限公司,上市,000507,深圳证券交易所,主板,000507.SZ
102,华塑控股,华塑控股股份有限公司,上市,000509,深圳证券交易所,主板,000509.SZ
103,新金路,四川新金路集团股份有限公司,上市,000510,深圳证券交易所,主板,000510.SZ
104,丽珠集团,丽珠医药集团股份有限公司,上市,000513,深圳证券交易所,主板,000513.SZ
105,渝开发,重庆渝开发股份有限公司,上市,000514,深圳证券交易所,主板,000514.SZ
106,国际医学,西安国际医学投资股份有限公司,上市,000516,深圳证券交易所,主板,000516.SZ
107,荣安地产,荣安地产股份有限公司,上市,000517,深圳证券交易所,主板,000517.SZ
108,四环生物,江苏四环生物股份有限公司,上市,000518,深圳证券交易所,主板,000518.SZ
109,中兵红箭,中兵红箭股份有限公司,上市,000519,深圳证券交易所,主板,000519.SZ
110,长航凤凰,长航凤凰股份有限公司,上市,000520,深圳证券交易所,主板,000520.SZ
111,长虹美菱,长虹美菱股份有限公司,上市,000521,深圳证券交易所,主板,000521.SZ
112,广州浪奇,广州市浪奇实业股份有限公司,上市,000523,深圳证券交易所,主板,000523.SZ
113,岭南控股,广州岭南集团控股股份有限公司,上市,000524,深圳证券交易所,主板,000524.SZ
114,ST红太阳,南京红太阳股份有限公司,上市,000525,深圳证券交易所,主板,000525.SZ
115,学大教育,学大(厦门)教育科技集团股份有限公司,上市,000526,深圳证券交易所,主板,000526.SZ
116,柳工,广西柳工机械股份有限公司,上市,000528,深圳证券交易所,主板,000528.SZ
117,广弘控股,广东广弘控股股份有限公司,上市,000529,深圳证券交易所,主板,000529.SZ
118,冰山冷热,冰山冷热科技股份有限公司,上市,000530,深圳证券交易所,主板,000530.SZ
119,穗恒运A,广州恒运企业集团股份有限公司,上市,000531,深圳证券交易所,主板,000531.SZ
120,华金资本,珠海华金资本股份有限公司,上市,000532,深圳证券交易所,主板,000532.SZ
121,顺钠股份,广东顺钠电气股份有限公司,上市,000533,深圳证券交易所,主板,000533.SZ
122,万泽股份,万泽实业股份有限公司,上市,000534,深圳证券交易所,主板,000534.SZ
123,华映科技,华映科技(集团)股份有限公司,上市,000536,深圳证券交易所,主板,000536.SZ
124,广宇发展,天津中绿电投资股份有限公司,上市,000537,深圳证券交易所,主板,000537.SZ
125,云南白药,云南白药集团股份有限公司,上市,000538,深圳证券交易所,主板,000538.SZ
126,粤电力A,广东电力发展股份有限公司,上市,000539,深圳证券交易所,主板,000539.SZ
127,*ST中天,中天金融集团股份有限公司,上市,000540,深圳证券交易所,主板,000540.SZ
128,佛山照明,佛山电器照明股份有限公司,上市,000541,深圳证券交易所,主板,000541.SZ
129,皖能电力,安徽省皖能股份有限公司,上市,000543,深圳证券交易所,主板,000543.SZ
130,中原环保,中原环保股份有限公司,上市,000544,深圳证券交易所,主板,000544.SZ
131,金浦钛业,金浦钛业股份有限公司,上市,000545,深圳证券交易所,主板,000545.SZ
132,金圆股份,金圆环保股份有限公司,上市,000546,深圳证券交易所,主板,000546.SZ
133,航天发展,航天工业发展股份有限公司,上市,000547,深圳证券交易所,主板,000547.SZ
134,湖南投资,湖南投资集团股份有限公司,上市,000548,深圳证券交易所,主板,000548.SZ
135,江铃汽车,江铃汽车股份有限公司,上市,000550,深圳证券交易所,主板,000550.SZ
136,创元科技,创元科技股份有限公司,上市,000551,深圳证券交易所,主板,000551.SZ
137,甘肃能化,甘肃能化股份有限公司,上市,000552,深圳证券交易所,主板,000552.SZ
138,安道麦A,安道麦股份有限公司,上市,000553,深圳证券交易所,主板,000553.SZ
139,泰山石油,中国石化山东泰山石油股份有限公司,上市,000554,深圳证券交易所,主板,000554.SZ
140,神州信息,神州数码信息服务股份有限公司,上市,000555,深圳证券交易所,主板,000555.SZ
141,粤传媒,广东广州日报传媒股份有限公司,上市,002181,深圳证券交易所,主板,002181.SZ
142,浦发银行,上海浦东发展银行股份有限公司,上市,600000,上海证券交易所,主板,600000.SH
143,白云机场,广州白云国际机场股份有限公司,上市,600004,上海证券交易所,主板,600004.SH
144,东风汽车,东风汽车股份有限公司,上市,600006,上海证券交易所,主板,600006.SH
145,中国国贸,中国国际贸易中心股份有限公司,上市,600007,上海证券交易所,主板,600007.SH
146,首创环保,北京首创生态环保集团股份有限公司,上市,600008,上海证券交易所,主板,600008.SH
147,上海机场,上海国际机场股份有限公司,上市,600009,上海证券交易所,主板,600009.SH
148,包钢股份,内蒙古包钢钢联股份有限公司,上市,600010,上海证券交易所,主板,600010.SH
149,华能国际,华能国际电力股份有限公司,上市,600011,上海证券交易所,主板,600011.SH
150,皖通高速,安徽皖通高速公路股份有限公司,上市,600012,上海证券交易所,主板,600012.SH
151,华夏银行,华夏银行股份有限公司,上市,600015,上海证券交易所,主板,600015.SH
152,民生银行,中国民生银行股份有限公司,上市,600016,上海证券交易所,主板,600016.SH
153,宝钢股份,宝山钢铁股份有限公司,上市,600019,上海证券交易所,主板,600019.SH
154,中原高速,河南中原高速公路股份有限公司,上市,600020,上海证券交易所,主板,600020.SH
155,上海电力,上海电力股份有限公司,上市,600021,上海证券交易所,主板,600021.SH
156,中远海能,中远海运能源运输股份有限公司,上市,600026,上海证券交易所,主板,600026.SH
157,中国石化,中国石油化工股份有限公司,上市,600028,上海证券交易所,主板,600028.SH
158,南方航空,中国南方航空股份有限公司,上市,600029,上海证券交易所,主板,600029.SH
159,中信证券,中信证券股份有限公司,上市,600030,上海证券交易所,主板,600030.SH
160,三一重工,三一重工股份有限公司,上市,600031,上海证券交易所,主板,600031.SH
161,福建高速,福建发展高速公路股份有限公司,上市,600033,上海证券交易所,主板,600033.SH
162,楚天高速,湖北楚天智能交通股份有限公司,上市,600035,上海证券交易所,主板,600035.SH
163,招商银行,招商银行股份有限公司,上市,600036,上海证券交易所,主板,600036.SH
164,歌华有线,北京歌华有线电视网络股份有限公司,上市,600037,上海证券交易所,主板,600037.SH
165,中直股份,中航直升机股份有限公司,上市,600038,上海证券交易所,主板,600038.SH
166,四川路桥,四川路桥建设集团股份有限公司,上市,600039,上海证券交易所,主板,600039.SH
167,中国联通,中国联合网络通信股份有限公司,上市,600050,上海证券交易所,主板,600050.SH
168,宁波联合,宁波联合集团股份有限公司,上市,600051,上海证券交易所,主板,600051.SH
169,东望时代,浙江东望时代科技股份有限公司,上市,600052,上海证券交易所,主板,600052.SH
170,九鼎投资,昆吾九鼎投资控股股份有限公司,上市,600053,上海证券交易所,主板,600053.SH
171,黄山旅游,黄山旅游发展股份有限公司,上市,600054,上海证券交易所,主板,600054.SH
172,万东医疗,北京万东医疗科技股份有限公司,上市,600055,上海证券交易所,主板,600055.SH
173,中国医药,中国医药健康产业股份有限公司,上市,600056,上海证券交易所,主板,600056.SH
174,厦门象屿,厦门象屿股份有限公司,上市,600057,上海证券交易所,主板,600057.SH
175,五矿发展,五矿发展股份有限公司,上市,600058,上海证券交易所,主板,600058.SH
176,古越龙山,浙江古越龙山绍兴酒股份有限公司,上市,600059,上海证券交易所,主板,600059.SH
177,海信视像,海信视像科技股份有限公司,上市,600060,上海证券交易所,主板,600060.SH
178,国投资本,国投资本股份有限公司,上市,600061,上海证券交易所,主板,600061.SH
179,华润双鹤,华润双鹤药业股份有限公司,上市,600062,上海证券交易所,主板,600062.SH
180,皖维高新,安徽皖维高新材料股份有限公司,上市,600063,上海证券交易所,主板,600063.SH
181,南京高科,南京高科股份有限公司,上市,600064,上海证券交易所,主板,600064.SH
182,宇通客车,宇通客车股份有限公司,上市,600066,上海证券交易所,主板,600066.SH
183,冠城大通,冠城大通股份有限公司,上市,600067,上海证券交易所,主板,600067.SH
184,ST富润,浙江富润数字科技股份有限公司,上市,600070,上海证券交易所,主板,600070.SH
185,凤凰光学,凤凰光学股份有限公司,上市,600071,上海证券交易所,主板,600071.SH
186,中船科技,中船科技股份有限公司,上市,600072,上海证券交易所,主板,600072.SH
187,上海梅林,上海梅林正广和股份有限公司,上市,600073,上海证券交易所,主板,600073.SH
188,新疆天业,新疆天业股份有限公司,上市,600075,上海证券交易所,主板,600075.SH
189,康欣新材,康欣新材料股份有限公司,上市,600076,上海证券交易所,主板,600076.SH
190,*ST宋都,宋都基业投资股份有限公司,上市,600077,上海证券交易所,主板,600077.SH
191,ST澄星,江苏澄星磷化工股份有限公司,上市,600078,上海证券交易所,主板,600078.SH
192,人福医药,人福医药集团股份公司,上市,600079,上海证券交易所,主板,600079.SH
193,金花股份,金花企业(集团)股份有限公司,上市,600080,上海证券交易所,主板,600080.SH
194,东风科技,东风电子科技股份有限公司,上市,600081,上海证券交易所,主板,600081.SH
195,海泰发展,天津海泰科技发展股份有限公司,上市,600082,上海证券交易所,主板,600082.SH
196,博信股份,江苏博信投资控股股份有限公司,上市,600083,上海证券交易所,主板,600083.SH
197,中葡股份,中信国安葡萄酒业股份有限公司,上市,600084,上海证券交易所,主板,600084.SH
198,同仁堂,北京同仁堂股份有限公司,上市,600085,上海证券交易所,主板,600085.SH
199,中视传媒,中视传媒股份有限公司,上市,600088,上海证券交易所,主板,600088.SH
200,特变电工,特变电工股份有限公司,上市,600089,上海证券交易所,主板,600089.SH
201,大名城,上海大名城企业股份有限公司,上市,600094,上海证券交易所,主板,600094.SH
202,湘财股份,湘财股份有限公司,上市,600095,上海证券交易所,主板,600095.SH
203,云天化,云南云天化股份有限公司,上市,600096,上海证券交易所,主板,600096.SH
204,开创国际,上海开创国际海洋资源股份有限公司,上市,600097,上海证券交易所,主板,600097.SH
205,广州发展,广州发展集团股份有限公司,上市,600098,上海证券交易所,主板,600098.SH
206,林海股份,林海股份有限公司,上市,600099,上海证券交易所,主板,600099.SH
207,西部创业,宁夏西部创业实业股份有限公司,上市,000557,深圳证券交易所,主板,000557.SZ
208,莱茵体育,莱茵达体育发展股份有限公司,上市,000558,深圳证券交易所,主板,000558.SZ
209,万向钱潮,万向钱潮股份公司,上市,000559,深圳证券交易所,主板,000559.SZ
210,我爱我家,我爱我家控股集团股份有限公司,上市,000560,深圳证券交易所,主板,000560.SZ
211,烽火电子,陕西烽火电子股份有限公司,上市,000561,深圳证券交易所,主板,000561.SZ
212,陕国投A,陕西省国际信托股份有限公司,上市,000563,深圳证券交易所,主板,000563.SZ
213,ST大集,供销大集集团股份有限公司,上市,000564,深圳证券交易所,主板,000564.SZ
214,渝三峡A,重庆三峡油漆股份有限公司,上市,000565,深圳证券交易所,主板,000565.SZ
215,海南海药,海南海药股份有限公司,上市,000566,深圳证券交易所,主板,000566.SZ
216,海德股份,海南海德资本管理股份有限公司,上市,000567,深圳证券交易所,主板,000567.SZ
217,泸州老窖,泸州老窖股份有限公司,上市,000568,深圳证券交易所,主板,000568.SZ
218,苏常柴A,常柴股份有限公司,上市,000570,深圳证券交易所,主板,000570.SZ
219,ST大洲,新大洲控股股份有限公司,上市,000571,深圳证券交易所,主板,000571.SZ
220,海马汽车,海马汽车股份有限公司,上市,000572,深圳证券交易所,主板,000572.SZ
221,粤宏远A,东莞宏远工业区股份有限公司,上市,000573,深圳证券交易所,主板,000573.SZ
222,甘化科工,广东甘化科工股份有限公司,上市,000576,深圳证券交易所,主板,000576.SZ
223,威孚高科,无锡威孚高科技集团股份有限公司,上市,000581,深圳证券交易所,主板,000581.SZ
224,北部湾港,北部湾港股份有限公司,上市,000582,深圳证券交易所,主板,000582.SZ
225,ST工智,江苏哈工智能机器人股份有限公司,上市,000584,深圳证券交易所,主板,000584.SZ
226,汇源通信,四川汇源光通信股份有限公司,上市,000586,深圳证券交易所,主板,000586.SZ
227,贵州轮胎,贵州轮胎股份有限公司,上市,000589,深圳证券交易所,主板,000589.SZ
228,启迪药业,启迪药业集团股份公司,上市,000590,深圳证券交易所,主板,000590.SZ
229,太阳能,中节能太阳能股份有限公司,上市,000591,深圳证券交易所,主板,000591.SZ
230,平潭发展,中福海峡(平潭)发展股份有限公司,上市,000592,深圳证券交易所,主板,000592.SZ
231,德龙汇能,德龙汇能集团股份有限公司,上市,000593,深圳证券交易所,主板,000593.SZ
232,宝塔实业,宝塔实业股份有限公司,上市,000595,深圳证券交易所,主板,000595.SZ
233,古井贡酒,安徽古井贡酒股份有限公司,上市,000596,深圳证券交易所,主板,000596.SZ
234,东北制药,东北制药集团股份有限公司,上市,000597,深圳证券交易所,主板,000597.SZ
235,兴蓉环境,成都市兴蓉环境股份有限公司,上市,000598,深圳证券交易所,主板,000598.SZ
236,青岛双星,青岛双星股份有限公司,上市,000599,深圳证券交易所,主板,000599.SZ
237,建投能源,河北建投能源投资股份有限公司,上市,000600,深圳证券交易所,主板,000600.SZ
238,韶能股份,广东韶能集团股份有限公司,上市,000601,深圳证券交易所,主板,000601.SZ
239,盛达资源,盛达金属资源股份有限公司,上市,000603,深圳证券交易所,主板,000603.SZ
240,渤海股份,渤海水业股份有限公司,上市,000605,深圳证券交易所,主板,000605.SZ
241,*ST顺利,顺利办信息服务股份有限公司,上市,000606,深圳证券交易所,主板,000606.SZ
242,华媒控股,浙江华媒控股股份有限公司,上市,000607,深圳证券交易所,主板,000607.SZ
243,阳光股份,阳光新业地产股份有限公司,上市,000608,深圳证券交易所,主板,000608.SZ
244,中迪投资,北京中迪投资股份有限公司,上市,000609,深圳证券交易所,主板,000609.SZ
245,西安旅游,西安旅游股份有限公司,上市,000610,深圳证券交易所,主板,000610.SZ
246,焦作万方,焦作万方铝业股份有限公司,上市,000612,深圳证券交易所,主板,000612.SZ
247,*ST美谷,奥园美谷科技股份有限公司,上市,000615,深圳证券交易所,主板,000615.SZ
248,*ST海投,海航投资集团股份有限公司,上市,000616,深圳证券交易所,主板,000616.SZ
249,中油资本,中国石油集团资本股份有限公司,上市,000617,深圳证券交易所,主板,000617.SZ
250,海螺新材,海螺(安徽)节能环保新材料股份有限公司,上市,000619,深圳证券交易所,主板,000619.SZ
251,*ST新联,新华联文化旅游发展股份有限公司,上市,000620,深圳证券交易所,主板,000620.SZ
252,恒立实业,恒立实业发展集团股份有限公司,上市,000622,深圳证券交易所,主板,000622.SZ
253,吉林敖东,吉林敖东药业集团股份有限公司,上市,000623,深圳证券交易所,主板,000623.SZ
254,长安汽车,重庆长安汽车股份有限公司,上市,000625,深圳证券交易所,主板,000625.SZ
255,远大控股,远大产业控股股份有限公司,上市,000626,深圳证券交易所,主板,000626.SZ
256,天茂集团,天茂实业集团股份有限公司,上市,000627,深圳证券交易所,主板,000627.SZ
257,高新发展,成都高新发展股份有限公司,上市,000628,深圳证券交易所,主板,000628.SZ
258,钒钛股份,攀钢集团钒钛资源股份有限公司,上市,000629,深圳证券交易所,主板,000629.SZ
259,铜陵有色,铜陵有色金属集团股份有限公司,上市,000630,深圳证券交易所,主板,000630.SZ
260,顺发恒业,顺发恒业股份公司,上市,000631,深圳证券交易所,主板,000631.SZ
261,三木集团,福建三木集团股份有限公司,上市,000632,深圳证券交易所,主板,000632.SZ
262,合金投资,新疆合金投资股份有限公司,上市,000633,深圳证券交易所,主板,000633.SZ
263,英力特,宁夏英力特化工股份有限公司,上市,000635,深圳证券交易所,主板,000635.SZ
264,风华高科,广东风华高新科技股份有限公司,上市,000636,深圳证券交易所,主板,000636.SZ
265,ST实华,茂名石化实华股份有限公司,上市,000637,深圳证券交易所,主板,000637.SZ
266,万方发展,万方城镇投资发展股份有限公司,上市,000638,深圳证券交易所,主板,000638.SZ
267,西王食品,西王食品股份有限公司,上市,000639,深圳证券交易所,主板,000639.SZ
268,仁和药业,仁和药业股份有限公司,上市,000650,深圳证券交易所,主板,000650.SZ
269,格力电器,珠海格力电器股份有限公司,上市,000651,深圳证券交易所,主板,000651.SZ
270,泰达股份,天津泰达股份有限公司,上市,000652,深圳证券交易所,主板,000652.SZ
271,金岭矿业,山东金岭矿业股份有限公司,上市,000655,深圳证券交易所,主板,000655.SZ
272,金科股份,金科地产集团股份有限公司,上市,000656,深圳证券交易所,主板,000656.SZ
273,中钨高新,中钨高新材料股份有限公司,上市,000657,深圳证券交易所,主板,000657.SZ
274,北巴传媒,北京巴士传媒股份有限公司,上市,600386,上海证券交易所,主板,600386.SH
275,ST海越,海越能源集团股份有限公司,上市,600387,上海证券交易所,主板,600387.SH
276,ST龙净,福建龙净环保股份有限公司,上市,600388,上海证券交易所,主板,600388.SH
277,江山股份,南通江山农药化工股份有限公司,上市,600389,上海证券交易所,主板,600389.SH
278,五矿资本,五矿资本股份有限公司,上市,600390,上海证券交易所,主板,600390.SH
279,航发科技,中国航发航空科技股份有限公司,上市,600391,上海证券交易所,主板,600391.SH
280,盛和资源,盛和资源控股股份有限公司,上市,600392,上海证券交易所,主板,600392.SH
281,ST粤泰,广州粤泰集团股份有限公司,上市,600393,上海证券交易所,主板,600393.SH
282,盘江股份,贵州盘江精煤股份有限公司,上市,600395,上海证券交易所,主板,600395.SH
283,*ST金山,沈阳金山能源股份有限公司,上市,600396,上海证券交易所,主板,600396.SH
284,安源煤业,安源煤业集团股份有限公司,上市,600397,上海证券交易所,主板,600397.SH
285,海澜之家,海澜之家集团股份有限公司,上市,600398,上海证券交易所,主板,600398.SH
286,抚顺特钢,抚顺特殊钢股份有限公司,上市,600399,上海证券交易所,主板,600399.SH
287,红豆股份,江苏红豆实业股份有限公司,上市,600400,上海证券交易所,主板,600400.SH
288,大有能源,河南大有能源股份有限公司,上市,600403,上海证券交易所,主板,600403.SH
289,动力源,北京动力源科技股份有限公司,上市,600405,上海证券交易所,主板,600405.SH
290,国电南瑞,国电南瑞科技股份有限公司,上市,600406,上海证券交易所,主板,600406.SH
291,安泰集团,山西安泰集团股份有限公司,上市,600408,上海证券交易所,主板,600408.SH
292,三友化工,唐山三友化工股份有限公司,上市,600409,上海证券交易所,主板,600409.SH
293,华胜天成,北京华胜天成科技股份有限公司,上市,600410,上海证券交易所,主板,600410.SH
294,小商品城,浙江中国小商品城集团股份有限公司,上市,600415,上海证券交易所,主板,600415.SH
295,湘电股份,湘潭电机股份有限公司,上市,600416,上海证券交易所,主板,600416.SH
296,江淮汽车,安徽江淮汽车集团股份有限公司,上市,600418,上海证券交易所,主板,600418.SH
297,天润乳业,新疆天润乳业股份有限公司,上市,600419,上海证券交易所,主板,600419.SH
298,国药现代,上海现代制药股份有限公司,上市,600420,上海证券交易所,主板,600420.SH
